,TotalLivArea,OverallQual,ExterQual,GrLivArea,KitchenQual,TotalBsmtSF,GarageArea,GarageCars,1stFlrSF,TotalBath,BsmtQual,FireplaceQu,Foundation_PConc,FullBath,MasVnrArea,TotRmsAbvGrd,Fireplaces,BsmtFinType1_GLQ,HeatingQC,Neighborhood_NridgHt,Age,GarageFinish_Unf,RemodeledAge,MSZoning_RM,MSZoning_RM,SalePrice
194,3882.0,5,3,2634,3,1248.0,968.0,4.0,1338,4.5,3,0,0,2,368.0,12,0,0,3,0,40,1,0,0,0,200000
195,3160.0,8,4,1590,5,1570.0,754.0,3.0,1590,3.5,5,0,1,2,198.0,6,0,1,5,0,1,0,1,0,0,294900
196,2900.0,7,4,1450,4,1450.0,788.0,3.0,1450,2.0,4,0,1,2,140.0,6,0,0,5,0,1,0,1,0,0,224243
197,2170.0,6,3,1338,3,832.0,528.0,2.0,846,2.0,2,0,0,2,0.0,7,0,0,3,0,91,1,35,0,0,92000
198,2184.0,7,4,1456,4,728.0,400.0,2.0,728,2.5,4,4,1,2,0.0,8,1,0,5,0,0,0,0,0,0,179540
199,4784.0,10,5,2392,5,2392.0,968.0,3.0,2392,2.0,5,5,1,2,922.0,8,1,1,5,1,6,0,0,0,0,386250
200,1522.0,4,3,992,3,530.0,297.0,1.0,530,2.0,4,0,0,1,0.0,4,0,1,3,0,37,0,0,1,1,106500
201,3024.0,10,5,2007,5,1017.0,812.0,3.0,1026,3.5,5,5,1,2,160.0,10,1,1,5,0,1,0,0,0,0,310000
202,3451.0,7,4,2385,4,1066.0,600.0,3.0,1108,2.5,4,3,1,2,275.0,8,1,0,5,0,9,0,0,0,0,252000
203,2564.0,7,3,1646,3,918.0,240.0,1.0,918,2.0,3,4,0,2,0.0,7,2,0,4,0,66,1,9,0,0,164000
204,2184.0,7,4,1456,4,728.0,400.0,2.0,728,2.5,4,0,1,2,16.0,7,0,0,5,0,0,0,0,0,0,177594
205,1568.0,5,3,1040,3,528.0,624.0,2.0,548,1.0,3,0,0,1,0.0,5,0,0,4,0,74,0,44,1,1,123900
206,3994.0,6,3,2624,3,1370.0,864.0,3.0,1370,3.5,4,4,0,2,0.0,10,1,0,3,0,89,1,32,0,0,239000
207,2332.0,5,3,1264,3,1068.0,528.0,2.0,1264,2.0,3,3,0,1,0.0,7,1,0,3,0,45,1,12,0,0,169000
208,2931.0,7,4,1557,4,1374.0,420.0,2.0,1557,2.0,4,3,1,2,18.0,7,1,0,5,0,3,0,1,0,0,234000
209,2244.0,6,3,1287,3,957.0,541.0,2.0,1287,2.5,4,2,0,1,0.0,5,2,1,3,0,32,0,0,0,0,173000
210,2008.0,6,3,1004,3,1004.0,480.0,2.0,1004,2.0,3,3,0,1,180.0,5,1,0,5,0,40,0,0,0,0,149000
211,2324.0,7,4,1162,4,1162.0,483.0,2.0,1162,2.0,4,0,1,2,0.0,6,0,0,5,0,1,0,0,0,0,170000
212,2872.0,7,4,1436,4,1436.0,529.0,2.0,1436,2.0,5,0,1,2,0.0,6,0,0,5,0,1,0,1,0,0,225000
213,1920.0,5,3,960,4,960.0,300.0,1.0,960,2.0,3,0,0,1,0.0,6,0,1,5,0,45,0,40,0,0,144900
214,2392.0,5,3,1196,3,1196.0,336.0,1.0,1196,2.0,4,0,0,1,0.0,6,0,0,3,0,42,0,0,0,0,144000
215,2525.0,8,4,1269,4,1256.0,430.0,2.0,1269,2.0,4,3,1,2,16.0,6,1,1,5,0,6,0,1,0,0,192000
216,2062.0,5,4,1031,4,1031.0,230.0,1.0,1031,2.0,3,0,0,1,0.0,5,0,1,4,0,57,1,53,0,0,145500
217,1168.0,4,3,720,2,448.0,280.0,1.0,448,1.0,2,0,0,1,0.0,5,0,0,5,0,106,1,98,0,0,86900
218,3010.0,6,3,1505,3,1505.0,505.0,2.0,1505,2.0,3,3,0,1,90.0,6,1,0,5,0,56,0,0,0,0,149500
219,1874.0,5,3,954,2,920.0,240.0,1.0,954,1.0,2,4,1,1,0.0,5,1,0,5,0,69,1,12,0,0,119750
220,2250.0,6,3,1500,4,750.0,564.0,2.0,750,2.5,4,0,1,2,0.0,6,0,0,5,0,1,0,1,0,0,173900
221,2100.0,5,3,1050,3,1050.0,368.0,1.0,1050,2.0,3,0,0,1,0.0,6,0,0,3,0,45,1,0,0,0,136500
222,4749.0,8,4,2687,4,2062.0,618.0,2.0,2079,2.5,4,0,1,2,0.0,9,0,0,5,0,12,0,0,0,0,270000
223,2854.0,6,3,1252,3,1602.0,564.0,2.0,1252,2.0,4,4,0,1,0.0,4,1,0,4,0,48,0,15,0,0,235000
224,1814.0,7,3,1430,3,384.0,400.0,2.0,774,2.5,4,3,1,2,0.0,7,1,0,5,0,10,0,1,0,0,156000
225,2228.0,5,3,1114,4,1114.0,576.0,2.0,1114,3.0,4,0,1,2,0.0,6,0,1,5,0,6,1,1,0,0,153000
226,2448.0,6,3,1224,3,1224.0,402.0,2.0,1224,3.0,5,0,1,2,425.0,5,0,1,5,0,10,0,0,1,1,165000
227,3626.0,9,4,2504,5,1122.0,656.0,3.0,1134,2.5,4,4,1,2,245.0,11,1,0,5,0,3,0,2,0,0,325000
228,2083.0,5,3,1355,3,728.0,528.0,2.0,760,2.0,3,0,0,2,0.0,5,0,0,5,0,66,1,9,0,0,140000
229,3035.0,6,3,2294,3,741.0,658.0,2.0,1497,3.0,3,4,0,3,234.0,9,1,0,2,0,44,1,0,1,1,202500
230,3404.0,9,5,1702,5,1702.0,1052.0,3.0,1702,2.5,5,4,1,1,766.0,7,1,1,5,1,0,0,0,0,0,367294
231,2970.0,6,4,1509,4,1461.0,600.0,2.0,1509,3.0,4,2,0,2,219.0,5,1,1,5,0,20,0,1,0,0,175000
232,2473.0,7,3,1717,4,756.0,642.0,3.0,961,2.0,3,4,0,1,0.0,7,1,0,4,0,91,1,55,0,0,140000
233,2505.0,7,3,1240,4,1265.0,528.0,2.0,1240,2.5,4,0,0,2,0.0,6,0,0,4,0,22,1,0,0,0,174000
234,2022.0,7,4,1166,4,856.0,400.0,2.0,1166,3.0,4,0,1,2,182.0,5,0,1,5,0,3,0,0,0,0,190000
235,1968.0,5,4,1464,3,504.0,0.0,0.0,764,2.0,3,0,0,2,0.0,7,0,0,5,0,99,0,92,1,1,129000
236,3244.0,6,3,1652,4,1592.0,510.0,2.0,1652,2.5,3,4,0,1,136.0,6,1,0,4,0,48,0,32,0,0,200000
237,3038.0,6,3,2142,4,896.0,509.0,1.0,1182,2.5,4,4,0,2,576.0,8,1,0,3,0,41,0,0,0,0,193500
238,2184.0,6,3,1092,3,1092.0,504.0,2.0,1092,2.0,4,0,0,1,260.0,6,0,0,5,0,44,0,0,0,0,145000
239,2693.0,7,4,1671,3,1022.0,451.0,2.0,1122,2.0,3,4,0,2,270.0,7,1,0,5,0,77,1,21,0,0,218000
240,1488.0,5,3,1488,3,0.0,569.0,2.0,1488,1.0,0,5,0,1,232.0,7,1,0,4,0,54,0,50,0,0,135000
241,3068.0,5,3,1624,3,1444.0,240.0,1.0,1624,2.0,3,4,0,1,150.0,6,1,0,5,0,54,0,0,0,0,146500
242,2724.0,6,4,1362,4,1362.0,460.0,2.0,1362,2.0,4,4,1,2,256.0,6,1,0,5,1,2,0,1,0,0,194700
243,2436.0,7,4,1218,4,1218.0,462.0,2.0,1218,3.0,4,0,1,2,210.0,6,0,1,5,0,1,0,1,0,0,230348
244,2192.0,6,3,1068,3,1124.0,288.0,1.0,1068,2.0,2,4,0,1,0.0,5,1,0,3,0,87,1,27,1,1,109500
245,3250.0,6,3,1625,2,1625.0,576.0,2.0,1625,2.5,4,3,0,2,0.0,6,1,1,3,0,27,0,0,0,0,242500
246,2831.0,7,4,1767,4,1064.0,504.0,2.0,1064,3.0,4,3,1,2,0.0,5,1,1,4,0,19,0,0,0,0,239000
247,2100.0,6,3,1050,4,1050.0,286.0,1.0,1050,2.0,3,0,0,1,176.0,6,0,0,5,0,52,0,46,0,0,156000
248,1814.0,4,3,907,3,907.0,352.0,1.0,907,1.0,3,0,0,1,0.0,5,0,0,5,0,51,1,0,0,0,109008
249,845.0,2,3,845,3,0.0,256.0,1.0,640,1.0,0,0,0,1,0.0,4,0,0,5,0,68,1,11,1,1,68104
250,3743.0,8,4,2501,4,1242.0,751.0,3.0,1251,2.5,4,3,1,2,466.0,9,1,0,5,0,13,0,0,0,0,290000
251,2418.0,5,3,1209,3,1209.0,504.0,2.0,1209,2.0,4,0,1,1,0.0,6,0,0,4,0,44,0,0,0,0,159000
252,1254.0,4,3,906,3,348.0,231.0,1.0,453,1.0,3,0,1,1,0.0,5,0,0,3,0,71,1,13,0,0,87000
253,3182.0,8,4,1601,4,1581.0,670.0,2.0,1601,3.0,4,3,1,2,479.0,6,1,1,5,0,9,0,1,0,0,272000
254,2672.0,7,4,1336,4,1336.0,502.0,2.0,1336,3.0,4,0,1,2,0.0,6,0,1,5,0,1,1,1,0,0,198000
255,2457.0,4,3,1656,3,801.0,440.0,2.0,1095,2.0,3,0,0,2,0.0,8,0,0,4,0,68,1,45,1,1,119164
256,1124.0,5,3,1124,3,0.0,0.0,0.0,1124,1.0,0,4,0,1,0.0,5,1,0,4,0,52,0,0,0,0,93000
257,2874.0,7,4,1892,3,982.0,431.0,2.0,1008,2.5,4,3,1,2,647.0,8,1,1,5,0,8,0,1,0,0,226750
258,2677.0,3,3,1699,3,978.0,420.0,2.0,1014,3.0,2,0,0,2,0.0,7,0,0,3,0,109,1,70,0,0,95000
259,2196.0,6,3,1416,3,780.0,312.0,1.0,780,1.5,3,0,0,1,0.0,6,0,0,3,0,62,1,2,1,1,139900
260,2034.0,3,3,1306,2,728.0,0.0,0.0,1306,1.0,3,0,0,1,0.0,6,0,0,5,0,70,0,26,0,0,76500
261,1344.0,4,4,672,3,672.0,308.0,1.0,672,1.0,3,0,1,1,0.0,4,0,0,4,0,68,1,65,0,0,86900
262,2273.0,5,3,1160,4,1113.0,257.0,1.0,1160,2.0,3,0,0,1,0.0,6,0,0,5,0,40,1,0,0,0,152500
263,1841.0,4,3,930,3,911.0,286.0,1.0,930,1.0,4,0,0,1,115.0,5,0,0,3,0,55,0,0,0,0,99000
264,1128.0,4,2,708,2,420.0,0.0,0.0,708,1.0,3,0,0,1,0.0,5,0,0,4,0,69,0,10,0,0,82500
265,3150.0,6,4,1575,4,1575.0,529.0,2.0,1575,3.0,4,0,1,2,0.0,5,0,1,4,0,15,0,0,0,0,179200
266,2118.0,5,3,1059,3,1059.0,286.0,1.0,1059,2.0,3,0,0,1,0.0,6,0,0,4,0,40,0,0,0,0,142500
267,2010.0,4,3,1005,3,1005.0,440.0,2.0,1005,2.0,3,0,0,1,0.0,5,0,0,3,0,43,1,0,0,0,115400
268,2986.0,7,4,1929,4,1057.0,650.0,2.0,1057,3.5,4,3,1,2,0.0,7,1,1,5,0,6,0,0,0,0,226000
269,1800.0,7,4,1200,4,600.0,480.0,2.0,520,2.5,4,0,1,2,0.0,4,0,0,5,0,1,0,0,0,0,144152
270,4455.0,8,4,2690,4,1765.0,795.0,3.0,1804,2.5,5,4,1,2,221.0,9,1,0,5,1,5,0,0,0,0,370000
271,1666.0,5,3,833,4,833.0,495.0,2.0,833,2.0,4,0,0,1,0.0,5,0,0,3,0,26,1,0,0,0,149900
272,2184.0,6,4,1456,3,728.0,429.0,2.0,728,2.5,4,0,1,2,0.0,8,0,0,4,0,0,0,0,0,0,172785
273,1728.0,5,3,864,4,864.0,720.0,2.0,864,2.0,3,0,0,1,0.0,5,0,0,4,0,57,0,52,0,0,129000
274,2948.0,6,3,1586,3,1362.0,435.0,2.0,1586,2.0,4,3,0,2,0.0,7,1,0,3,0,30,1,19,0,0,181000
275,2428.0,5,3,1370,3,1058.0,300.0,1.0,1370,2.0,3,3,0,1,272.0,6,1,0,5,0,50,0,0,0,0,148000
276,1828.0,6,3,914,4,914.0,0.0,0.0,914,2.0,4,0,1,1,0.0,4,0,1,5,0,4,0,0,0,0,117250
277,2928.0,7,4,1555,4,1373.0,430.0,2.0,1555,2.0,4,3,1,2,16.0,7,1,1,5,0,4,0,1,0,0,192500
278,2272.0,6,3,1556,3,716.0,452.0,2.0,716,3.5,4,3,0,2,0.0,6,1,0,3,0,28,0,0,1,1,151000
279,1764.0,5,3,882,3,882.0,461.0,2.0,882,2.0,3,0,0,1,0.0,5,0,0,3,0,35,1,0,0,0,112500
280,2082.0,5,3,1167,3,915.0,495.0,2.0,1167,1.0,3,4,0,1,0.0,6,1,0,3,0,87,1,30,0,0,144000
281,3600.0,9,5,1800,5,1800.0,944.0,3.0,1800,3.0,5,4,1,2,714.0,6,1,1,5,1,1,0,1,0,0,370967
282,2311.0,6,3,1456,4,855.0,440.0,2.0,855,2.5,3,3,0,2,0.0,6,1,0,3,0,35,1,0,0,0,149900
283,2491.0,7,4,1660,4,831.0,493.0,2.0,831,2.5,4,0,1,2,95.0,7,0,0,5,0,7,0,0,0,0,195000
284,1866.0,7,3,1482,4,384.0,392.0,2.0,812,2.5,4,3,1,2,170.0,7,1,0,4,0,15,0,0,0,0,163900
285,2712.0,6,3,1522,3,1190.0,552.0,2.0,1522,2.0,4,3,1,2,136.0,7,1,0,5,0,23,0,0,0,0,182000
286,4226.0,9,5,2036,5,2190.0,780.0,3.0,2036,3.0,5,5,0,2,246.0,9,1,1,5,0,1,0,0,0,0,410000
287,3177.0,5,3,1595,3,1582.0,672.0,2.0,1595,3.0,4,0,1,2,0.0,5,0,0,3,0,18,1,0,0,0,152000
288,2577.0,7,4,1686,4,891.0,462.0,2.0,891,2.5,4,0,1,2,172.0,8,0,0,5,0,1,0,0,0,0,184000
289,2688.0,7,3,1344,3,1344.0,784.0,4.0,1344,4.0,4,0,1,2,200.0,8,0,1,5,0,11,0,1,1,1,206300
290,3304.0,5,3,1652,3,1652.0,928.0,3.0,1652,2.0,3,0,0,2,0.0,8,0,0,3,0,36,1,0,0,0,146500
291,2169.0,4,3,1337,3,832.0,263.0,1.0,832,1.0,3,0,0,1,0.0,5,0,0,3,0,54,1,0,0,0,108000
292,2490.0,7,3,1920,4,570.0,487.0,2.0,1222,3.0,3,3,0,3,143.0,8,1,0,4,0,38,0,24,0,0,170000
293,1696.0,6,4,848,4,848.0,420.0,2.0,848,2.0,4,0,1,1,205.0,3,0,1,5,0,4,0,0,1,1,145000
294,2112.0,7,3,1055,3,1057.0,440.0,2.0,1055,2.5,4,2,0,2,0.0,4,1,0,3,0,34,0,0,0,0,123000
295,2582.0,6,3,1291,4,1291.0,431.0,2.0,1291,2.0,4,4,1,1,0.0,6,1,1,5,0,12,1,1,0,0,173000
296,1344.0,6,3,720,3,624.0,484.0,2.0,720,1.0,3,0,0,1,0.0,5,0,0,4,0,82,1,75,1,1,105900
297,1450.0,4,3,988,3,462.0,297.0,1.0,526,2.0,4,0,0,1,0.0,5,0,1,3,0,36,1,0,1,1,91000
298,2590.0,5,3,1523,2,1067.0,295.0,1.0,986,3.0,3,3,0,2,0.0,7,1,0,2,0,60,1,56,0,0,158000
299,2592.0,7,4,1728,4,864.0,572.0,2.0,864,2.5,4,0,1,2,0.0,7,0,0,5,0,5,0,0,0,0,190000
300,2469.0,8,4,1239,4,1230.0,477.0,2.0,1239,2.5,4,2,1,1,0.0,4,1,0,5,0,13,0,0,0,0,217500
301,3106.0,5,3,1955,3,1151.0,356.0,1.0,1151,2.0,3,0,0,2,162.0,7,0,0,4,0,50,0,0,1,1,165500
302,2268.0,7,3,1564,2,704.0,234.0,1.0,860,1.5,3,4,0,1,0.0,7,1,0,5,0,68,1,9,0,0,174500
303,1620.0,4,3,1204,3,416.0,312.0,1.0,1204,1.0,5,0,0,1,0.0,6,0,0,4,0,54,1,0,0,0,100000
304,2658.0,6,3,1329,4,1329.0,312.0,1.0,1329,1.5,3,0,0,1,108.0,6,0,0,3,0,52,1,0,0,0,172000
305,1743.0,5,3,879,3,864.0,440.0,2.0,879,1.0,3,0,0,1,0.0,5,0,0,3,0,32,1,0,0,0,120000
306,1562.0,4,2,841,3,721.0,294.0,1.0,841,1.0,3,0,0,1,0.0,4,0,0,4,0,59,1,0,0,0,82000
307,2096.0,6,3,1312,3,784.0,649.0,2.0,900,1.5,3,0,0,1,0.0,6,0,0,5,0,59,1,3,0,0,127000
308,2793.0,6,3,2058,3,735.0,396.0,2.0,1134,1.5,4,4,0,1,0.0,8,1,0,2,0,91,1,33,1,1,129500
309,2580.0,8,4,1360,4,1220.0,565.0,2.0,1360,2.0,4,5,0,1,0.0,4,1,1,4,0,25,0,0,0,0,187500
310,3564.0,8,4,1786,4,1778.0,715.0,3.0,1786,3.0,5,4,1,2,240.0,6,1,1,5,0,6,0,1,0,0,300000
311,2818.0,6,3,1993,3,825.0,495.0,2.0,1097,2.5,3,4,0,2,252.0,8,1,0,4,0,35,0,0,0,0,190000
312,2313.0,4,2,1362,3,951.0,280.0,1.0,986,2.0,3,0,0,2,0.0,7,0,0,2,0,87,1,30,0,0,96000
313,2642.0,7,4,1550,4,1092.0,438.0,2.0,1112,3.0,4,0,1,2,100.0,7,0,1,5,0,3,0,1,0,0,241000
314,2836.0,5,3,1696,3,1140.0,349.0,1.0,1696,1.5,3,3,0,1,0.0,8,1,0,3,0,45,0,0,0,0,143900
315,1638.0,4,3,1092,3,546.0,286.0,1.0,546,1.5,3,0,0,1,0.0,5,0,0,3,0,36,1,0,1,1,87550
316,3504.0,9,5,1752,5,1752.0,576.0,2.0,1752,3.0,5,4,1,2,412.0,6,1,1,5,1,5,0,0,0,0,319900
317,3567.0,9,4,2473,4,1094.0,675.0,3.0,1102,2.5,5,4,1,2,184.0,11,1,1,5,0,0,0,0,0,0,356383
318,3600.0,9,4,1800,5,1800.0,702.0,2.0,1800,2.0,5,0,1,2,0.0,7,0,0,5,0,2,0,0,0,0,239000
319,3277.0,7,4,2197,4,1080.0,783.0,3.0,1108,3.5,4,4,1,2,320.0,9,1,0,5,0,15,0,1,0,0,287500
320,2102.0,5,3,1382,3,720.0,660.0,2.0,854,1.5,3,0,0,1,0.0,7,0,0,3,0,66,1,9,1,1,128500
321,2580.0,7,4,1733,4,847.0,433.0,2.0,847,2.5,4,4,1,2,0.0,7,1,0,5,0,6,0,0,0,0,185088
322,2804.0,7,4,1402,4,1402.0,625.0,2.0,1402,2.0,4,0,1,2,0.0,7,0,0,5,0,1,0,0,0,0,229800
323,1751.0,5,3,887,3,864.0,288.0,1.0,887,1.5,3,0,0,1,0.0,5,0,0,3,0,23,0,0,0,0,124500
324,2102.0,5,3,1051,3,1051.0,504.0,2.0,1051,2.0,3,0,0,1,0.0,6,0,0,4,0,38,0,0,0,0,142000
325,2265.0,6,3,1510,3,755.0,216.0,1.0,755,1.0,3,0,1,1,0.0,6,0,0,5,0,86,1,30,0,0,149000
326,3312.0,5,3,1656,3,1656.0,506.0,2.0,1656,2.0,3,0,0,2,564.0,8,0,0,3,0,35,1,0,0,0,135000
327,2036.0,6,3,958,3,1078.0,440.0,2.0,958,2.0,4,3,0,2,0.0,5,1,0,3,0,31,0,0,0,0,128000
329,2080.0,5,3,1040,3,1040.0,686.0,2.0,1040,2.5,3,0,0,1,0.0,5,0,0,3,0,39,0,0,0,0,145000
330,1911.0,5,3,1250,3,661.0,552.0,2.0,661,2.0,3,4,1,2,0.0,8,1,0,5,0,97,1,93,0,0,139000
331,2453.0,6,3,1868,3,585.0,477.0,2.0,1140,3.5,4,3,0,3,74.0,7,1,0,5,0,23,0,19,0,0,178000
332,4410.0,10,5,2790,5,1620.0,1150.0,4.0,1632,3.5,5,5,1,2,468.0,10,1,1,5,1,3,0,1,0,0,460000
333,2978.0,6,3,2134,4,844.0,441.0,2.0,1445,2.0,3,0,0,2,0.0,10,0,0,4,0,93,1,78,0,0,214500
334,2614.0,5,3,1928,3,686.0,0.0,0.0,948,2.0,3,0,1,2,0.0,10,0,0,4,0,90,0,79,0,0,160000
335,3052.0,7,4,2060,4,992.0,390.0,2.0,1022,3.5,4,3,1,2,298.0,8,1,0,5,0,10,0,0,0,0,214000
336,2279.0,6,3,1378,4,901.0,162.0,1.0,861,1.0,3,0,1,1,0.0,6,0,0,4,0,74,1,63,1,1,128900
337,2871.0,4,3,1622,3,1249.0,1356.0,4.0,1622,2.0,3,3,0,1,149.0,7,1,0,5,0,46,0,14,0,0,168000
338,2835.0,8,4,1880,5,955.0,880.0,3.0,955,3.5,5,4,1,2,0.0,8,1,1,5,0,0,0,0,0,0,310013
339,2162.0,8,4,1088,4,1074.0,461.0,2.0,1088,1.5,4,0,0,1,0.0,5,0,0,5,0,21,0,0,0,0,170000
340,2080.0,5,3,1040,3,1040.0,286.0,1.0,1040,1.0,3,0,0,1,0.0,6,0,0,3,0,47,0,0,0,0,133700
341,2104.0,6,3,1502,4,602.0,180.0,1.0,900,1.5,3,3,1,1,0.0,7,2,0,3,0,84,1,73,0,0,165000
342,1470.0,6,3,987,3,483.0,264.0,1.0,483,1.5,3,0,0,1,604.0,5,0,0,3,0,37,1,0,1,1,89500
343,1683.0,6,3,1095,3,588.0,264.0,1.0,1095,2.0,3,0,0,1,105.0,6,0,0,3,0,48,0,0,0,0,140000
344,2679.0,7,4,1709,4,970.0,380.0,2.0,970,2.0,4,0,1,2,50.0,7,0,0,5,0,2,1,0,1,1,134000
345,2567.0,6,4,1731,4,836.0,462.0,2.0,844,3.5,4,0,1,2,0.0,7,0,0,5,0,14,0,1,0,0,248500
346,1608.0,4,3,960,3,648.0,364.0,1.0,960,1.5,3,0,0,0,0.0,3,0,1,5,0,41,1,36,0,0,145000
347,2265.0,6,3,1552,3,713.0,434.0,2.0,811,3.5,4,3,0,2,0.0,6,1,0,3,0,31,0,0,0,0,179900
348,3590.0,8,4,1795,4,1795.0,895.0,3.0,1795,2.0,5,4,1,2,428.0,7,1,0,5,0,1,0,1,0,0,147000
349,1898.0,5,3,1274,3,624.0,576.0,2.0,624,1.5,4,0,1,1,0.0,6,0,0,4,0,19,1,0,0,0,136000
350,1768.0,6,3,1196,3,572.0,576.0,2.0,848,2.0,3,4,0,1,0.0,6,2,0,5,0,70,1,10,1,1,128000
351,1264.0,4,3,704,2,560.0,220.0,1.0,704,1.5,2,0,0,1,0.0,4,0,0,5,0,63,1,55,0,0,88750
352,1944.0,5,3,972,3,972.0,305.0,1.0,972,1.0,3,0,0,1,0.0,5,0,0,3,0,55,1,0,0,0,122500
353,2370.0,6,3,1458,3,912.0,330.0,1.0,912,1.5,3,4,0,1,0.0,6,1,0,3,0,62,1,2,0,0,97500
354,2016.0,6,3,1008,3,1008.0,430.0,2.0,1008,1.0,3,0,0,1,332.0,5,0,0,3,0,43,0,0,0,0,135000
355,3650.0,9,5,1828,4,1822.0,774.0,3.0,1828,2.0,5,4,1,2,452.0,9,1,1,5,1,0,1,0,0,0,314813
356,2539.0,3,2,1526,2,1013.0,0.0,0.0,1013,1.0,3,0,0,1,0.0,6,0,0,3,0,94,0,67,0,0,85000
357,1874.0,6,4,1176,3,698.0,624.0,2.0,786,1.0,3,0,0,1,0.0,4,0,0,3,0,72,1,63,1,1,134900
358,2114.0,5,3,1057,4,1057.0,288.0,1.0,1057,1.5,3,0,0,1,164.0,6,0,0,4,0,51,1,44,0,0,137000
359,4222.0,8,4,2113,4,2109.0,839.0,3.0,2113,3.5,4,3,1,2,660.0,7,1,1,5,0,13,0,0,0,0,350000
360,2330.0,5,3,1387,3,943.0,300.0,1.0,1387,2.0,3,3,0,1,0.0,6,1,0,3,0,39,0,8,0,0,145000
361,4462.0,9,4,2758,5,1704.0,814.0,3.0,1722,2.5,5,5,1,2,365.0,9,1,0,5,1,2,0,1,0,0,418000
362,1638.0,3,3,840,2,798.0,250.0,1.0,840,1.0,3,0,1,1,0.0,5,0,0,4,0,86,1,30,1,1,64000
363,2313.0,5,3,1520,3,793.0,281.0,1.0,848,1.0,3,0,0,1,0.0,6,0,0,5,0,77,1,68,0,0,159434
364,3084.0,8,4,1542,4,1542.0,852.0,3.0,1542,3.0,4,4,1,2,164.0,6,1,1,5,0,0,1,0,0,0,260261
365,2295.0,5,3,1385,3,910.0,720.0,2.0,910,2.0,3,0,0,2,0.0,6,0,0,2,0,58,1,0,0,0,166000
366,1832.0,5,3,936,3,896.0,288.0,1.0,936,2.0,3,1,0,1,0.0,6,1,0,3,0,45,0,0,0,0,130000
367,2112.0,5,3,1288,3,824.0,240.0,1.0,824,1.0,2,0,0,1,0.0,6,0,0,3,0,65,1,9,0,0,112000
368,2248.0,5,3,1128,3,1120.0,525.0,2.0,1128,3.0,3,0,0,2,148.0,6,0,0,4,0,45,0,0,0,0,155000
369,2742.0,8,4,1968,5,774.0,680.0,3.0,774,2.5,5,4,1,2,84.0,8,1,0,5,0,1,0,1,0,0,269500
370,2492.0,6,3,1246,3,1246.0,441.0,2.0,1246,2.0,3,4,0,1,0.0,6,2,0,3,0,42,0,0,0,0,172000
371,2540.0,7,3,1740,3,800.0,240.0,1.0,960,1.5,3,4,0,1,0.0,6,2,0,3,0,67,1,44,0,0,219500
372,1850.0,5,3,925,3,925.0,484.0,2.0,925,2.0,3,0,1,1,0.0,5,0,0,4,0,43,1,0,0,0,133500
373,1814.0,7,3,1430,3,384.0,400.0,2.0,774,2.5,4,3,1,2,0.0,8,1,0,5,0,7,0,0,0,0,170000
374,2496.0,8,4,1566,4,930.0,288.0,1.0,930,2.0,3,0,0,2,0.0,7,0,0,3,0,110,1,103,1,1,150000
375,1934.0,5,3,950,3,984.0,400.0,2.0,950,1.0,3,0,1,1,0.0,5,0,0,3,0,55,1,0,0,0,130000
376,2288.0,5,3,1144,3,1144.0,796.0,1.0,1144,2.0,3,3,0,1,128.0,6,1,0,3,0,47,0,0,0,0,143000
377,2228.0,5,3,1114,3,1114.0,451.0,2.0,1114,2.0,3,0,0,1,0.0,5,0,0,3,0,47,0,0,0,0,140000
378,4446.0,7,3,2223,3,2223.0,516.0,2.0,2223,3.0,4,4,0,2,1115.0,8,2,0,5,0,34,0,0,0,0,244000
379,1641.0,5,3,1111,2,530.0,288.0,1.0,581,1.0,3,0,0,1,0.0,6,0,0,3,0,87,1,76,1,1,101000
380,1920.0,5,3,960,3,960.0,624.0,2.0,960,1.0,3,0,0,1,0.0,5,0,0,5,0,48,1,0,1,1,125000
381,2565.0,6,3,1633,3,932.0,460.0,2.0,932,2.5,4,3,1,2,0.0,7,1,0,4,0,10,0,0,0,0,183000
382,2984.0,6,3,2229,3,755.0,0.0,0.0,929,1.0,3,0,0,1,0.0,8,0,0,5,0,97,0,38,1,1,104000
383,1920.0,6,3,984,3,936.0,280.0,1.0,984,2.0,3,0,0,1,0.0,4,0,0,3,0,54,1,0,0,0,112500
384,3372.0,6,3,1686,3,1686.0,612.0,2.0,1686,3.0,4,3,0,2,157.0,7,1,0,3,0,26,1,0,0,0,207500
385,3228.0,7,4,1614,4,1614.0,576.0,2.0,1614,2.0,4,4,1,2,140.0,7,1,1,5,0,1,0,0,0,0,225000
386,1728.0,5,3,864,3,864.0,297.0,1.0,864,1.0,3,0,0,1,0.0,5,0,0,5,0,34,1,0,0,0,119900
387,3461.0,7,4,1740,4,1721.0,874.0,3.0,1740,2.0,5,0,1,2,206.0,8,0,0,5,1,0,0,0,0,0,293000
388,3182.0,5,3,1721,3,1461.0,440.0,2.0,1721,2.5,3,3,0,2,0.0,7,1,0,4,0,38,0,25,0,0,180000
389,2046.0,6,3,1034,3,1012.0,888.0,3.0,1034,2.0,3,0,0,1,335.0,6,0,1,3,0,34,1,0,0,0,169900
390,1902.0,6,3,1902,3,0.0,539.0,2.0,1318,2.0,0,0,0,2,0.0,8,0,0,3,0,32,1,0,1,1,112000
391,2137.0,6,3,1097,3,1040.0,480.0,2.0,1097,2.0,4,0,1,2,0.0,6,0,1,3,0,26,1,1,0,0,152000
